Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:12:16.769650685Z {"level":"DEBUG","time":1721610736769,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x320000000000000000","userOpHash":"0x5ae33d5c1ebfca453f9f1bdb4afd262552e6aaa42e5cf470cf20ef95b4578e02","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.773775640Z {"level":"DEBUG","time":1721610736773,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.776744275Z {"level":"DEBUG","time":1721610736773,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.776765775Z {"level":"DEBUG","time":1721610736773,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.776775814Z {"level":"DEBUG","time":1721610736774,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.984154907Z {"level":"DEBUG","time":1721610736983,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.991904737Z {"level":"DEBUG","time":1721610736991,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x330000000000000000","userOpHash":"0x74672e7e4d2befa8dd1abecc4a32e86f3f3749cfda595a5d8d9fba582af3e4a2","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.997781505Z {"level":"DEBUG","time":1721610736997,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.004179705Z {"level":"DEBUG","time":1721610737004,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.008800842Z {"level":"DEBUG","time":1721610737004,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.008821280Z {"level":"DEBUG","time":1721610737004,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.008839073Z {"level":"DEBUG","time":1721610737005,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.215286377Z {"level":"DEBUG","time":1721610737215,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.218857864Z {"level":"DEBUG","time":1721610737218,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x340000000000000000","userOpHash":"0x344c6903563bf1d6abad5c905ddd378997016b2f1ca07cf00d34cd9d075cbd08","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.223045536Z {"level":"DEBUG","time":1721610737222,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.225895839Z {"level":"DEBUG","time":1721610737222,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.225913051Z {"level":"DEBUG","time":1721610737223,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.225920525Z {"level":"DEBUG","time":1721610737223,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.427227726Z {"level":"DEBUG","time":1721610737427,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.430657870Z {"level":"DEBUG","time":1721610737430,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x350000000000000000","userOpHash":"0xb125357dc82c59a0a69b6f5ddeb15be5dce6ac3ebdbf198223518ea4fac94b97","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.435152971Z {"level":"DEBUG","time":1721610737435,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.437996791Z {"level":"DEBUG","time":1721610737435,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.438014444Z {"level":"DEBUG","time":1721610737435,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.438029161Z {"level":"DEBUG","time":1721610737435,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.638456859Z {"level":"DEBUG","time":1721610737638,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.642128052Z {"level":"DEBUG","time":1721610737641,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x360000000000000000","userOpHash":"0x651a06a372d28a42985ef8a7c4cc38041e5f2deb62021b08bbccc0913ecf946b","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.646063374Z {"level":"DEBUG","time":1721610737645,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.649163679Z {"level":"DEBUG","time":1721610737645,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.649192272Z {"level":"DEBUG","time":1721610737646,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.649217960Z {"level":"DEBUG","time":1721610737646,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.854994821Z {"level":"DEBUG","time":1721610737854,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.858879444Z {"level":"DEBUG","time":1721610737858,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x370000000000000000","userOpHash":"0x022f820b42d8af4768b53ad463bdce01d9942284796b1f1565dd5b3713ac9e40","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.862767050Z {"level":"DEBUG","time":1721610737862,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.865607222Z {"level":"DEBUG","time":1721610737865,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.868519527Z {"level":"DEBUG","time":1721610737865,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.868534034Z {"level":"DEBUG","time":1721610737865,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:17.868539715Z {"level":"DEBUG","time":1721610737866,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.072957856Z {"level":"DEBUG","time":1721610738072,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.077886183Z {"level":"DEBUG","time":1721610738077,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x380000000000000000","userOpHash":"0x27711e1ea7eb5d5d930a92a2164cba0bff5023ae78261c4f5c1944cef0c391b3","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.082089394Z {"level":"DEBUG","time":1721610738081,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.085306349Z {"level":"DEBUG","time":1721610738081,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.085327919Z {"level":"DEBUG","time":1721610738082,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.085336505Z {"level":"DEBUG","time":1721610738082,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.276982001Z {"level":"DEBUG","time":1721610738276,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.281963899Z {"level":"DEBUG","time":1721610738281,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x390000000000000000","userOpHash":"0x8ef304059230bf8b8337a3627f8d99a2e8b3a59a3d567ecc8e09eb116a5287ae","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.288920634Z {"level":"DEBUG","time":1721610738288,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.293154828Z {"level":"DEBUG","time":1721610738288,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.293173051Z {"level":"DEBUG","time":1721610738289,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.293180726Z {"level":"DEBUG","time":1721610738289,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.480395099Z {"level":"DEBUG","time":1721610738480,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.483745881Z {"level":"DEBUG","time":1721610738483,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3a0000000000000000","userOpHash":"0xd16e83ef8c8b2fd71fe34f1bcaf343cdf07a94e872b2d01e37d8add156fe6b8a","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.487874273Z {"level":"DEBUG","time":1721610738487,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.491407146Z {"level":"DEBUG","time":1721610738487,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.491440458Z {"level":"DEBUG","time":1721610738487,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.491449925Z {"level":"DEBUG","time":1721610738488,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.696273498Z {"level":"DEBUG","time":1721610738696,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.699612904Z {"level":"DEBUG","time":1721610738699,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3b0000000000000000","userOpHash":"0x9d1413dab9ef67dae0858fbb8c5fd0fb396f99d909d47a619f4f51dc3f10488f","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.703234096Z {"level":"DEBUG","time":1721610738703,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.706505433Z {"level":"DEBUG","time":1721610738706,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.710607472Z {"level":"DEBUG","time":1721610738706,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.710628471Z {"level":"DEBUG","time":1721610738706,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.710643349Z {"level":"DEBUG","time":1721610738706,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.905120928Z {"level":"DEBUG","time":1721610738904,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.908865945Z {"level":"DEBUG","time":1721610738908,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3c0000000000000000","userOpHash":"0xe2190357a0cb780c39451219af21bd846ec3f591a54e9761c623f86b1866a491","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.912933577Z {"level":"DEBUG","time":1721610738912,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.916780152Z {"level":"DEBUG","time":1721610738912,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.916819585Z {"level":"DEBUG","time":1721610738913,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:18.916829914Z {"level":"DEBUG","time":1721610738913,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.115180578Z {"level":"DEBUG","time":1721610739114,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.119493323Z {"level":"DEBUG","time":1721610739119,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3d0000000000000000","userOpHash":"0x645149f3cb9a31783f1339a93ece124d79b69cb7eba699ca782a674dcab4185f","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.124041428Z {"level":"DEBUG","time":1721610739123,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.127248448Z {"level":"DEBUG","time":1721610739123,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.127265669Z {"level":"DEBUG","time":1721610739124,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.127274125Z {"level":"DEBUG","time":1721610739124,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.331326865Z {"level":"DEBUG","time":1721610739331,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.334770501Z {"level":"DEBUG","time":1721610739334,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3e0000000000000000","userOpHash":"0x7b3a9bed29acf0d3786a730d4639168ffb311a016bcc040acd416319318ef960","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.338901578Z {"level":"DEBUG","time":1721610739338,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.341646965Z {"level":"DEBUG","time":1721610739338,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.341682581Z {"level":"DEBUG","time":1721610739338,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.341694213Z {"level":"DEBUG","time":1721610739339,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.544898214Z {"level":"DEBUG","time":1721610739544,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.548075228Z {"level":"DEBUG","time":1721610739547,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x3f0000000000000000","userOpHash":"0x1ee72ea4a96398bff068e74f6ced5e72cc0f8b63d3a90aeb3b363033e73b66dc","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.551992229Z {"level":"DEBUG","time":1721610739551,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.555682444Z {"level":"DEBUG","time":1721610739555,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.558902759Z {"level":"DEBUG","time":1721610739555,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:19.558919871Z {"level":"DEBUG","time":1721610739555,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
